;AnoMes;Municipio_Ibge;Municipio;Estado_Ibge;Estado;Sigla_Regiao;Regiao;VL_PagadorPF;QT_PagadorPF;VL_PagadorPJ;QT_PagadorPJ;VL_RecebedorPF;QT_RecebedorPF;VL_RecebedorPJ;QT_RecebedorPJ;QT_PES_PagadorPF;QT_PES_PagadorPJ;QT_PES_RecebedorPF;QT_PES_RecebedorPJ
3800;2023-10-01;3135308;JAPARAÍBA;31;MINAS GERAIS;SE;SUDESTE;7800697,31;34994;1472315,56;1746;8137404,19;21900;2724543,86;6546;1881;136;1743;126
5215;2023-10-01;3522307;ITAPETININGA;35;SÃO PAULO;SE;SUDESTE;416479115,84;2203678;360881923,55;183303;442103926,5;1400915;333395266,89;383320;91626;6516;89532;6100
3791;2023-10-01;2204550;GUARIBAS;22;PIAUÍ;NE;NORDESTE;7151791,82;48358;926753,86;1200;6422509,16;30709;798182,73;2178;1773;64;1733;49
454;2023-10-01;3156809;SABINÓPOLIS;31;MINAS GERAIS;SE;SUDESTE;25338580,82;121961;5473330,59;5937;27475709,18;77856;5423703,69;17538;6266;288;6366;285
5045;2023-10-01;2926301;RIACHÃO DO JACUÍPE;29;BAHIA;NE;NORDESTE;82108001,73;478946;34405273,75;19954;82162990,59;338120;36868894,78;62651;16035;852;16257;820
2839;2023-10-01;2108009;PASTOS BONS;21;MARANHÃO;NE;NORDESTE;34902616,04;300663;12785439,2;10860;32561244,89;188361;13652697,99;32031;8288;220;8199;214
442;2023-10-01;2411205;SANTA CRUZ;24;RIO GRANDE DO NORTE;NE;NORDESTE;93443771,29;624705;26193006,99;27141;88134645,16;461807;24317831,06;90435;20144;832;20072;764
1925;2023-10-01;3527256;LOURDES;35;SÃO PAULO;SE;SUDESTE;5095488,72;19585;692894,39;840;4653568,66;11377;585030,62;2969;1029;43;1030;49
24;2023-10-01;3103108;ANTÔNIO PRADO DE MINAS;31;MINAS GERAIS;SE;SUDESTE;2969288,2;13478;275544,16;303;2485465,37;10908;336026,89;841;709;28;661;27
4173;2023-10-01;3165206;SÃO TOMÉ DAS LETRAS;31;MINAS GERAIS;SE;SUDESTE;10309763,1;55958;10470714,14;10919;12544732,98;46840;9283268,99;29112;2881;484;2968;466
1452;2023-10-01;2511707;PILÕEZINHOS;25;PARAÍBA;NE;NORDESTE;6087744,81;40558;410716,89;911;5816802,51;32814;404973,81;1729;1808;30;1851;28
872;2023-10-01;5106182;NOVA LACERDA;51;MATO GROSSO;CO;CENTRO-OESTE;17328907,45;61062;7372183,52;4917;16772874,45;36515;9708113,69;14395;3032;202;2894;187
890;2023-10-01;3104700;ATALÉIA;31;MINAS GERAIS;SE;SUDESTE;21137080,11;114649;3687950,7;3882;20598085,54;70064;3295872,12;11830;5240;192;5179;193
962;2023-10-01;2205151;JACOBINA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;6565946,11;44951;2164975,18;1928;5853749,48;29522;1527453,16;5859;1694;61;1652;57
2603;2023-10-01;2400604;ALMINO AFONSO;24;RIO GRANDE DO NORTE;NE;NORDESTE;9634015,14;76474;1135277,74;1794;8589900,57;49390;1203818,08;4603;2460;69;2298;66
5935;2023-10-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;486911750,91;2927068;368172442,9;223556;474279937,79;1977434;522007364,69;493357;121119;7468;118053;7043
3627;2023-10-01;3550803;SÃO SEBASTIÃO DA GRAMA;35;SÃO PAULO;SE;SUDESTE;19831061,65;83113;16001541,15;6630;20177582,35;51883;17110423,72;14184;4698;394;4654;414
4548;2023-10-01;4120309;PORTO VITÓRIA;41;PARANÁ;SU;SUL;4408210,81;24852;2523909,92;1914;4604247,05;14994;2852674,53;3395;1543;113;1508;108
1705;2023-10-01;3542503;REGINÓPOLIS;35;SÃO PAULO;SE;SUDESTE;13319196,58;83669;4361746,36;4844;13527456,49;51888;3943384,15;10156;3393;209;3313;201
2948;2023-10-01;2105658;JUNCO DO MARANHÃO;21;MARANHÃO;NE;NORDESTE;9828793,55;80070;1548375,56;2251;9087704,33;54310;1458240,76;4562;2557;42;2525;37
5458;2023-10-01;2100832;APICUM-AÇU;21;MARANHÃO;NE;NORDESTE;23333250,22;199661;2981658,86;3837;22309516,95;140457;3705655,53;10591;6406;112;6212;111
4934;2023-10-01;1504752;MOJUÍ DOS CAMPOS;15;PARÁ;NO;NORTE;13650073,29;51126;9708149,04;9006;13901697,93;34307;8987700,48;28100;1712;274;1637;258
4936;2023-10-01;2804300;MURIBECA;28;SERGIPE;NE;NORDESTE;11008376,92;81079;2845700,37;1515;10431894,75;54728;3778779,57;4219;3295;53;3299;56
5317;2023-10-01;2506004;ESPERANÇA;25;PARAÍBA;NE;NORDESTE;62083591,09;363423;39136093,69;20357;62751020,7;261587;38103063,95;52655;13939;905;14186;814
1;2023-10-01;3110707;CAMBUQUIRA;31;MINAS GERAIS;SE;SUDESTE;24386904,46;125166;8125965,47;7143;24183164,04;81447;7432887,47;20989;5863;419;5919;421
1806;2023-10-01;3534807;OURO VERDE;35;SÃO PAULO;SE;SUDESTE;13274074,27;96228;4238473,22;4318;13920505,39;55404;4451352,16;10979;3795;222;3719;197
2812;2023-10-01;1702703;AURORA DO TOCANTINS;17;TOCANTINS;NO;NORTE;5115254,76;28767;843882,66;2361;4908751,2;19699;808334,2;5719;1360;63;1334;58
2248;2023-10-01;2703205;IGREJA NOVA;27;ALAGOAS;NE;NORDESTE;29780983,15;206528;1703816,7;2058;27683737,16;128309;3926235,6;5658;8989;114;8842;95
1778;2023-10-01;3169406;TRÊS PONTAS;31;MINAS GERAIS;SE;SUDESTE;176482505,41;586713;176766491,15;48454;179018810,2;403081;197362900,46;113259;27741;2132;27883;2056
1779;2023-10-01;4311791;MARATÁ;43;RIO GRANDE DO SUL;SU;SUL;2769027,87;12165;2376509,84;1523;3254983,61;7938;2888277,73;3966;924;106;844;104
4536;2023-10-01;2207405;PALMEIRA DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;9563017,61;64628;1200331,79;1748;9292495,24;39439;1374187,29;5755;2525;64;2481;58
4949;2023-10-01;3501806;AMÉRICO DE CAMPOS;35;SÃO PAULO;SE;SUDESTE;16588008,81;54067;3373359,52;3489;15569854,11;35596;3686964,85;8662;2921;188;2793;185
212;2023-10-01;3133204;ITANHOMI;31;MINAS GERAIS;SE;SUDESTE;23745399,31;93881;5203689,75;3561;28266535,89;64107;5268625,66;11537;5022;250;5101;259
1335;2023-10-01;3520608;INDIANA;35;SÃO PAULO;SE;SUDESTE;12460959,08;57441;8558066,51;4475;12809374,56;36916;6736979,59;8037;2579;179;2545;180
257;2023-10-01;4306353;DEZESSEIS DE NOVEMBRO;43;RIO GRANDE DO SUL;SU;SUL;2722437,28;13526;2462349,49;725;2330611,32;6861;1775518,2;1778;911;40;851;46
199;2023-10-01;4306502;DOM FELICIANO;43;RIO GRANDE DO SUL;SU;SUL;14570544,18;76166;4357995,04;4204;12208651,98;41395;4933959,49;13894;4829;242;4414;241
2831;2023-10-01;4317251;SANTA TEREZA;43;RIO GRANDE DO SUL;SU;SUL;1433335,72;6024;343093,95;284;1806492,37;3600;379092,56;860;511;35;489;37
1580;2023-10-01;3519055;HOLAMBRA;35;SÃO PAULO;SE;SUDESTE;79989781,52;212679;98254443,5;31940;82783608,13;128913;84500189,69;65642;9584;1183;9351;1133
5508;2023-10-01;5220702;SÍTIO D'ABADIA;52;GOIÁS;CO;CENTRO-OESTE;4976849,67;25988;3754441,97;789;4605712,94;17027;3341472,52;2192;1146;36;1096;36
1848;2023-10-01;4106001;CONGONHINHAS;41;PARANÁ;SU;SUL;13792164,49;67482;4119132,17;3768;13330796,96;42116;3373849,28;9035;3573;194;3554;192
5501;2023-10-01;4110409;INDIANÓPOLIS;41;PARANÁ;SU;SUL;9477034,4;49081;4862062,26;2646;9184941,39;28298;4944436,07;6959;2303;109;2191;121
5755;2023-10-01;2302404;BOA VIAGEM;23;CEARÁ;NE;NORDESTE;86681470,02;577752;16191819,31;15964;82080913,79;427614;17572190,27;52156;22050;566;21916;542
3668;2023-10-01;3144409;NATÉRCIA;31;MINAS GERAIS;SE;SUDESTE;7034373,22;23582;2641947,77;1929;6658092,4;14956;3839135,09;4550;1761;121;1647;115
4506;2023-10-01;2615904;TUPARETAMA;26;PERNAMBUCO;NE;NORDESTE;17909602,48;109890;3152803,63;2393;17040579,94;75054;2705169,41;9095;4068;112;4053;100
319;2023-10-01;5204706;CAMPINORTE;52;GOIÁS;CO;CENTRO-OESTE;46992832,15;167960;35210151,87;14000;49123731,86;106062;30116498,36;53508;6223;423;6339;430
5497;2023-10-01;5219704;SANTA TEREZINHA DE GOIÁS;52;GOIÁS;CO;CENTRO-OESTE;38179637,33;115938;9923583,41;10592;36225562,34;84541;10274350,02;30512;4800;324;4831;328
4551;2023-10-01;1718501;RECURSOLÂNDIA;17;TOCANTINS;NO;NORTE;6383319,04;47925;2183906,79;1306;5954006,51;28745;2590437,71;2781;1603;41;1603;32
4479;2023-10-01;2203420;DOMINGOS MOURÃO;22;PIAUÍ;NE;NORDESTE;5035898,54;41069;213777,45;605;5062357,2;26662;230632,49;1515;1643;25;1661;21
3659;2023-10-01;5214838;NOVA CRIXÁS;52;GOIÁS;CO;CENTRO-OESTE;46175183,05;145558;15180322,69;11536;43495463,56;102422;15823287,03;40926;5726;466;5943;420
1837;2023-10-01;4114401;MANGUEIRINHA;41;PARANÁ;SU;SUL;40689195,07;153605;25576092,63;15455;36142856,74;84054;23377777,74;36311;8289;665;8091;672
1834;2023-10-01;2702405;DELMIRO GOUVEIA;27;ALAGOAS;NE;NORDESTE;110473458,83;796653;25193506,19;27190;104225971,84;519219;26348748,67;92341;26275;965;26655;908
2269;2023-10-01;2200277;ALEGRETE DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;12054788,35;71490;1162332,03;1667;10948193,87;49510;1400297,42;3783;2285;56;2295;53
4477;2023-10-01;1508159;URUARÁ;15;PARÁ;NO;NORTE;103988035,69;547264;43505219,96;29783;99459498,73;335954;44704696,65;112690;19817;699;19344;681
5738;2023-10-01;2803203;ITAPORANGA D'AJUDA;28;SERGIPE;NE;NORDESTE;55051900,77;492054;20272695,24;13695;53880537,02;318218;30783707,49;50988;16143;455;16491;419
3818;2023-10-01;2611309;POMBOS;26;PERNAMBUCO;NE;NORDESTE;56114872,13;282981;30634432,77;14069;57190694,32;218412;25504372,86;39793;11116;358;11208;319
538;2023-10-01;3165800;SENADOR JOSÉ BENTO;31;MINAS GERAIS;SE;SUDESTE;2852406,68;9881;673511,14;611;2866383,93;6089;500694,34;809;636;30;601;29
2531;2023-10-01;5207600;FAZENDA NOVA;52;GOIÁS;CO;CENTRO-OESTE;15513388,41;54418;4311832,06;2945;13543215,13;37206;4414318,8;7306;2485;154;2423;148
4269;2023-10-01;2300408;AIUABA;23;CEARÁ;NE;NORDESTE;19146474,79;158166;1227221,22;3245;18247086,75;118319;1246994,89;7948;5885;131;5720;116
2149;2023-10-01;5201405;APARECIDA DE GOIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;1951541955,43;10399642;1963484936,78;924468;2144745718,28;7890347;1934220925,41;1922836;335500;24389;344058;22713
2446;2023-10-01;2910750;FÁTIMA;29;BAHIA;NE;NORDESTE;29836169,4;173189;5834214,9;4597;30381118,21;115796;8732863,04;13267;6824;202;6820;181
5364;2023-10-01;3148707;PEDRA AZUL;31;MINAS GERAIS;SE;SUDESTE;43406358,64;297713;12894844,28;10127;40767885,23;202378;12430638,07;47843;11237;452;11412;417
2685;2023-10-01;3524204;JABORANDI;35;SÃO PAULO;SE;SUDESTE;14382106,68;67357;4308239,91;4156;17112250,32;39383;4137172,49;9817;3291;215;3137;192
3429;2023-10-01;5212501;LUZIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;627570873,44;3761473;344079814,3;218778;660909352,55;2598375;302243966,31;554478;117472;6743;120580;6282
2041;2023-10-01;4304408;CANELA;43;RIO GRANDE DO SUL;SU;SUL;146571209,85;703456;126571822,77;86745;159328449,5;437211;112524808,74;185517;28661;3484;28367;3328
2017;2023-10-01;1501253;BANNACH;15;PARÁ;NO;NORTE;8887002,28;38737;1659711,86;1223;9482625,41;24928;3174766,49;5890;1760;52;1705;59
3054;2023-10-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;7807353,0;27026;3859879,37;2913;6643719,14;15012;5281691,03;7295;1818;170;1673;167
5960;2023-10-01;2410306;SERRA CAIADA;24;RIO GRANDE DO NORTE;NE;NORDESTE;14100809,04;108777;5386433,84;4106;13316995,02;77966;5327520,16;13976;3911;131;3907;114
3949;2023-10-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;3626598,79;33851;646379,52;537;3440944,28;20754;745486,32;1521;1191;21;1247;24
93;2023-10-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;10668974,98;61190;4611115,21;3425;9871807,03;44927;3338431,26;8017;3165;164;2888;139
2005;2023-10-01;2102200;BURITI;21;MARANHÃO;NE;NORDESTE;32117079,11;279461;2617294,36;3623;28663056,87;181566;2909756,44;17769;10718;139;10337;134
4292;2023-10-01;2203503;ELESBÃO VELOSO;22;PIAUÍ;NE;NORDESTE;17366148,68;158292;4691563,4;2632;17194161,77;101576;4950220,07;13670;5943;132;5844;118
3928;2023-10-01;3148509;PAVÃO;31;MINAS GERAIS;SE;SUDESTE;12332725,29;71287;4214646,71;2463;11879483,41;50103;3764386,13;6355;3214;127;3223;140
648;2023-10-01;3518107;GUARANTÃ;35;SÃO PAULO;SE;SUDESTE;12313516,2;87058;3385388,97;4113;11889587,42;51137;4227064,67;10643;3552;185;3391;174
4755;2023-10-01;2311900;SABOEIRO;23;CEARÁ;NE;NORDESTE;25525076,71;158153;2272115,31;2892;25090845,7;121056;2245086,09;10331;6161;112;6020;95
5686;2023-10-01;5213772;MONTIVIDIU DO NORTE;52;GOIÁS;CO;CENTRO-OESTE;8642300,99;39425;3685831,91;2075;8664354,51;24745;3313124,87;6569;1764;76;1752;66
4632;2023-10-01;1701002;ANANÁS;17;TOCANTINS;NO;NORTE;24037107,07;194229;7269938,95;5940;23317928,26;122187;5338834,27;15871;5817;239;5764;224
2906;2023-10-01;2513943;SÃO DOMINGOS DO CARIRI;25;PARAÍBA;NE;NORDESTE;4865765,56;28317;246253,76;492;4855392,93;20972;354406,86;1197;1091;26;1070;24
3114;2023-10-01;3553906;TARABAI;35;SÃO PAULO;SE;SUDESTE;14623285,68;84093;4481730,03;4816;14993942,72;51560;3817060,72;9855;3566;216;3536;192
47;2023-10-01;2907558;CATURAMA;29;BAHIA;NE;NORDESTE;7348430,41;49786;777463,5;924;6799866,86;25616;584645,83;2155;2210;68;2140;57
744;2023-10-01;3202603;ICONHA;32;ESPÍRITO SANTO;SE;SUDESTE;28264995,43;128497;53037751,53;12329;30092738,21;82944;63985717,88;37986;6192;611;5946;595
5256;2023-10-01;2602803;BUÍQUE;26;PERNAMBUCO;NE;NORDESTE;54814742,62;358800;8983970,34;8329;53421558,44;249742;10278179,29;30046;16143;368;16275;339
988;2023-10-01;4311734;MAMPITUBA;43;RIO GRANDE DO SUL;SU;SUL;4957939,82;18243;1341527,58;1205;4971617,28;11291;761530,22;2874;1074;50;1022;44
2643;2023-10-01;2605509;FERREIROS;26;PERNAMBUCO;NE;NORDESTE;18952498,73;125158;1620851,19;2551;17900396,77;89099;1702484,16;7931;4918;131;4866;118
4070;2023-10-01;2609501;NAZARÉ DA MATA;26;PERNAMBUCO;NE;NORDESTE;54168696,1;407627;12303812,14;10046;52510056,63;293394;39007028,36;34902;15131;422;15353;380
5365;2023-10-01;2112233;TRIZIDELA DO VALE;21;MARANHÃO;NE;NORDESTE;43313097,35;315760;15114602,19;12619;40993439,54;212777;12421928,3;34412;9725;357;9786;335
4773;2023-10-01;2414001;TANGARÁ;24;RIO GRANDE DO NORTE;NE;NORDESTE;31384766,99;233845;5778863,34;5720;30244652,6;176549;5701495,06;24098;7473;212;7401;196
2083;2023-10-01;1506112;QUATIPURU;15;PARÁ;NO;NORTE;14968919,92;136208;2214327,01;4493;14339245,59;93406;2087253,08;9654;5036;111;5086;100
4034;2023-10-01;1706001;COUTO MAGALHÃES;17;TOCANTINS;NO;NORTE;12062009,95;60314;35436531,31;3473;10959356,13;37908;41854530,45;9920;2210;106;2212;96
1050;2023-10-01;1718303;PRAIA NORTE;17;TOCANTINS;NO;NORTE;13266898,12;113792;935579,1;1322;12957205,06;73661;1089721,97;4393;3544;66;3613;62
720;2023-10-01;3515194;ESPÍRITO SANTO DO TURVO;35;SÃO PAULO;SE;SUDESTE;9035328,35;62913;3266505,86;2749;10077567,87;34342;3632565,5;6235;2368;111;2342;104
3403;2023-10-01;2703700;JARAMATAIA;27;ALAGOAS;NE;NORDESTE;9156598,07;56172;1562506,27;870;8636514,78;36000;1023345,06;2114;2261;32;2291;31
49;2023-10-01;2504207;CATINGUEIRA;25;PARAÍBA;NE;NORDESTE;7357947,76;50718;1186332,89;1495;7723344,84;35536;804196,21;3990;1956;39;1979;37
4225;2023-10-01;3114907;CASA GRANDE;31;MINAS GERAIS;SE;SUDESTE;5286461,64;11774;589448,07;471;5251827,54;7209;814539,92;1261;891;41;841;37
1215;2023-10-01;4200705;ALFREDO WAGNER;42;SANTA CATARINA;SU;SUL;18192308,95;57870;7371013,94;6858;18044244,5;36548;8694571,91;16667;3997;454;3769;459
1218;2023-10-01;3139003;MACHADO;31;MINAS GERAIS;SE;SUDESTE;101012605,27;361602;213139178,24;33337;107170614,53;248547;235577493,55;62726;19152;1572;19219;1514
94;2023-10-01;4107108;DIAMANTE DO NORTE;41;PARANÁ;SU;SUL;11222633,7;56005;10318895,44;4425;11446431,33;32472;18272452,32;13619;2803;166;2713;158
1222;2023-10-01;4215307;SALETE;42;SANTA CATARINA;SU;SUL;13398601,92;53513;65725422,74;7756;12929927,97;28385;60147299,74;16075;3671;493;3355;497
4313;2023-10-01;4100400;ALMIRANTE TAMANDARÉ;41;PARANÁ;SU;SUL;269117302,44;1844259;187023304,82;129086;298879876,71;1152220;179886620,94;245475;67171;4376;67927;4198
2186;2023-10-01;2307254;JIJOCA DE JERICOACOARA;23;CEARÁ;NE;NORDESTE;60676727,55;380044;34217704,68;55624;61379369,17;296462;32677263,68;169942;11185;1328;10980;1227
3175;2023-10-01;3503307;ARARAS;35;SÃO PAULO;SE;SUDESTE;374603385,74;1616183;296029903,83;165642;392416103,41;1077583;290405578,43;500360;76170;6447;74103;6080
920;2023-10-01;2918506;JUSSARA;29;BAHIA;NE;NORDESTE;23425215,03;169071;2810489,24;3170;21924889,73;111236;2634610,39;7692;6562;136;6482;138
5617;2023-10-01;4105201;CERRO AZUL;41;PARANÁ;SU;SUL;31996314,0;210482;9846533,31;8817;33297813,61;119858;9325695,77;21086;8151;364;7765;336
4314;2023-10-01;3165701;SENADOR FIRMINO;31;MINAS GERAIS;SE;SUDESTE;11798685,97;49864;5030341,22;4260;11728376,22;31933;5748437,7;10494;2967;233;2845;227
3863;2023-10-01;3549102;SÃO JOÃO DA BOA VISTA;35;SÃO PAULO;SE;SUDESTE;272438036,58;979065;257375199,01;106713;310081872,19;692866;261500509,0;208047;50308;4917;49143;4660
586;2023-10-01;1702901;AXIXÁ DO TOCANTINS;17;TOCANTINS;NO;NORTE;25330758,91;174854;3548697,67;4241;24127057,45;116728;4342192,16;18369;5900;142;5992;134
2943;2023-10-01;2608057;JATOBÁ;26;PERNAMBUCO;NE;NORDESTE;23627347,21;178713;5339786,93;2920;21366071,89;120512;5742250,27;10915;6433;129;6303;128
3384;2023-10-01;3136306;JOÃO PINHEIRO;31;MINAS GERAIS;SE;SUDESTE;134583075,62;626052;178075458,15;51113;138847028,9;404285;158702801,36;132413;26114;2014;26460;1967
3006;2023-10-01;2701100;BRANQUINHA;27;ALAGOAS;NE;NORDESTE;13237527,57;115293;1054530,65;1822;12310076,02;77408;934914,17;3750;4321;56;4339;53
5107;2023-10-01;3536257;PARISI;35;SÃO PAULO;SE;SUDESTE;6501442,39;21570;3933033,17;1922;6813639,18;15907;3242502,78;3765;1166;77;1156;68
5612;2023-10-01;5202353;ARENÓPOLIS;52;GOIÁS;CO;CENTRO-OESTE;14225869,38;28343;2778637,78;1912;13331597,0;17932;5334445,66;6248;1464;87;1436;86
4583;2023-10-01;2704104;LAGOA DA CANOA;27;ALAGOAS;NE;NORDESTE;31618959,0;185244;4280868,3;3322;30148904,42;209717;2566329,91;8629;7410;143;7298;120
2192;2023-10-01;4219150;VARGEM;42;SANTA CATARINA;SU;SUL;3585789,68;15652;1109826,44;939;3884479,25;9758;968947,24;1847;1079;62;1024;65
1311;2023-10-01;2915908;ITANAGRA;29;BAHIA;NE;NORDESTE;11984903,58;110398;3190746,07;2855;12001621,22;72503;2185122,49;5794;3333;111;3359;97
1298;2023-10-01;3540606;PORTO FELIZ;35;SÃO PAULO;SE;SUDESTE;145551817,83;732487;102994333,92;70627;161590614,82;480335;107671332,56;143859;31060;2508;30510;2385
1261;2023-10-01;1600303;MACAPÁ;16;AMAPÁ;NO;NORTE;1485890302,27;11540210;716794774,19;591899;1480826565,73;8682477;808594715,23;1380453;309555;12651;307093;12023
1801;2023-10-01;3170909;VARZELÂNDIA;31;MINAS GERAIS;SE;SUDESTE;32628117,52;217643;6728872,86;7283;30919421,52;141973;6487616,75;26489;8658;297;8318;279
5737;2023-10-01;3517604;GUAPIARA;35;SÃO PAULO;SE;SUDESTE;30292002,76;183911;13166314,56;8630;29957080,62;111203;11634157,04;19082;8252;325;7971;303
4296;2023-10-01;4100301;AGUDOS DO SUL;41;PARANÁ;SU;SUL;18852073,04;83684;21432842,58;8997;19074481,37;52920;17884005,5;19035;3799;337;3737;338
3886;2023-10-01;1503457;IPIXUNA DO PARÁ;15;PARÁ;NO;NORTE;45745961,92;339658;18305461,67;16137;44117768,59;223270;17337220,08;52763;11335;393;11116;397
3447;2023-10-01;4110052;IGUATU;41;PARANÁ;SU;SUL;3554118,6;20097;2299543,19;1093;3608474,5;10765;2111306,41;3069;975;50;899;55
3903;2023-10-01;2106904;MONÇÃO;21;MARANHÃO;NE;NORDESTE;31253943,82;316391;3408831,96;4774;28134880,43;197232;3959825,89;19523;10558;116;10228;107
1988;2023-10-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;13315202,84;111567;1594583,91;1685;13909145,51;81148;1674907,88;7224;4754;103;4865;81
3559;2023-11-01;4100400;ALMIRANTE TAMANDARÉ;41;PARANÁ;SU;SUL;285793135,98;1937975;186710545,17;133091;318682327,2;1201861;177677617,13;259045;67818;4430;68686;4253
3378;2023-11-01;2615904;TUPARETAMA;26;PERNAMBUCO;NE;NORDESTE;18696644,33;112965;2775626,43;2381;17506312,13;76225;2677517,24;8602;4168;119;4083;104
3452;2023-11-01;2704104;LAGOA DA CANOA;27;ALAGOAS;NE;NORDESTE;34359343,59;195985;4267804,75;3443;32467402,04;150180;2351956,16;9018;7734;135;7521;119
3422;2023-11-01;2105658;JUNCO DO MARANHÃO;21;MARANHÃO;NE;NORDESTE;10627264,14;83239;1583460,86;2115;9901048,63;56729;1651396,03;4538;2586;42;2540;39
1892;2023-11-01;2506103;FAGUNDES;25;PARAÍBA;NE;NORDESTE;14637882,34;115253;1591861,47;1875;14752174,33;83314;1783148,59;7574;4791;105;4916;86
5362;2023-11-01;2202075;CAJAZEIRAS DO PIAUÍ;22;PIAUÍ;NE;NORDESTE;4057095,37;35300;659293,41;542;3869757,58;22105;584002,11;1519;1225;21;1274;25
5401;2023-11-01;5212501;LUZIÂNIA;52;GOIÁS;CO;CENTRO-OESTE;635297681,9;3888826;326809320,54;216242;680152402,57;2633652;296183433,93;559063;118540;6751;121385;6263
32;2023-11-01;4107108;DIAMANTE DO NORTE;41;PARANÁ;SU;SUL;11551374,31;59857;8501357,62;4225;11345920,86;34640;13812168,44;13437;2840;160;2730;160
3507;2023-11-01;2608057;JATOBÁ;26;PERNAMBUCO;NE;NORDESTE;24285118,78;187742;4669540,06;2980;22372019,0;123315;5469707,42;11443;6553;137;6385;128
1884;2023-11-01;2910750;FÁTIMA;29;BAHIA;NE;NORDESTE;30748886,47;195043;5202854,29;4733;30800952,56;126599;5929202,73;14157;6979;211;6971;189
184;2023-11-01;3123528;DURANDÉ;31;MINAS GERAIS;SE;SUDESTE;10966391,32;65467;3672260,46;3640;9468309,81;38056;2782477,19;9634;3228;165;2963;144
3474;2023-11-01;2106904;MONÇÃO;21;MARANHÃO;NE;NORDESTE;31657425,28;328763;2822259,47;4821;28114370,45;203545;3278409,74;19398;10849;118;10428;112
3449;2023-11-01;4321857;TRÊS PALMEIRAS;43;RIO GRANDE DO SUL;SU;SUL;7934386,24;28435;3671575,32;2863;6943548,6;15667;4128442,15;7052;1864;168;1699;165
168;2023-11-01;3133204;ITANHOMI;31;MINAS GERAIS;SE;SUDESTE;24348750,65;95837;4695348,76;3377;27342492,01;64063;5095533,12;11522;5129;245;5105;268
2073;2023-11-01;2605509;FERREIROS;26;PERNAMBUCO;NE;NORDESTE;19788590,73;131364;2058973,63;2584;18990485,66;91790;1771235,7;7906;4993;132;4933;115
4567;2023-11-01;2804300;MURIBECA;28;SERGIPE;NE;NORDESTE;12245259,64;86068;3597488,11;1433;11846275,94;56982;4545570,25;4374;3376;56;3349;56
1989;2023-11-01;4219150;VARGEM;42;SANTA CATARINA;SU;SUL;3818279,64;16239;1243288,21;826;4174180,86;9260;961125,58;1798;1076;62;1030;60
5414;2023-11-01;2701100;BRANQUINHA;27;ALAGOAS;NE;NORDESTE;14439316,24;124787;1124380,74;1689;13289531,53;79464;1097258,49;3667;4453;58;4448;53
2016;2023-11-01;4302584;BOZANO;43;RIO GRANDE DO SUL;SU;SUL;3225767,29;9559;995033,17;728;3553106,31;5199;1632816,1;1178;720;42;617;48
3386;2023-11-01;4315602;RIO GRANDE;43;RIO GRANDE DO SUL;SU;SUL;510062854,7;3100169;361851128,1;226876;496583084,76;2031259;451418957,55;510295;122206;7572;118800;7076
4962;2023-11-01;1701002;ANANÁS;17;TOCANTINS;NO;NORTE;27451123,84;202504;6434771,37;6132;25636519,84;126040;6398511,96;16114;5973;254;5860;230
4951;2023-11-01;1718501;RECURSOLÂNDIA;17;TOCANTINS;NO;NORTE;7919693,33;52359;1646762,36;1208;6494358,92;30874;2404683,83;2658;1616;39;1588;36
119;2023-11-01;4306353;DEZESSEIS DE NOVEMBRO;43;RIO GRANDE DO SUL;SU;SUL;2941279,25;14438;2577527,63;661;2661755,75;7434;2150482,61;1905;924;43;863;47
1910;2023-11-01;2400604;ALMINO AFONSO;24;RIO GRANDE DO NORTE;NE;NORDESTE;9567329,74;79257;1460218,64;1793;8881422,02;50080;1372758,07;4485;2480;76;2360;66
4986;2023-11-01;3114907;CASA GRANDE;31;MINAS GERAIS;SE;SUDESTE;4437382,06;12472;695262,61;463;4252203,38;7588;850158,7;1300;899;44;851;39
4792;2023-11-01;3550803;SÃO SEBASTIÃO DA GRAMA;35;SÃO PAULO;SE;SUDESTE;18968912,81;88794;18830417,69;6736;19131190,03;54287;18466584,44;14324;4813;397;4706;415
1769;2023-11-01;3515194;ESPÍRITO SANTO DO TURVO;35;SÃO PAULO;SE;SUDESTE;9812470,38;66995;2938570,72;2521;10286556,59;36290;2659806,48;6507;2405;109;2412;104
1106;2023-11-01;4311734;MAMPITUBA;43;RIO GRANDE DO SUL;SU;SUL;5936274,9;19288;1453487,47;1198;4994551,45;11574;800249,88;2878;1097;52;1047;49
5801;2023-11-01;2920601;MARAGOGIPE;29;BAHIA;NE;NORDESTE;68974793,4;613065;6544995,94;8599;68823848,84;426834;7398428,36;23156;18179;360;18157;349
